PLAYER,AGE,TM,MAIN POS,OTHER POS,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,K,AVG,OBP,SLG,OPS,WERTH Roto Value,Pos-Adjusted WERTH Value,ADP
Brayan Rocchio,25,CLE,SS,2B,501.4543,455,54.07286958,108.071691,73.19674523,23.07270978,1.829113564,9.97312243,50.44920816,11.89111406,4.80906042,40.73632621,95.97909337,0.2375202,0.301547287,0.362026363,0.66357365,-4.975006544,-1.265011692,
Carson Williams,22,TB,SS,,444.20215,398,56.48935035,82.6399638,47.98076046,16.05460939,2.480186956,16.124407,53.776179,13.36171728,5.149433662,39.45235167,158.7746533,0.2076381,0.283263329,0.381980322,0.66524365,-4.976260335,-1.766265483,436
Ryan Jeffers,28,MIN,C,,475.6296,422,49.36534514,103.1670996,65.45842093,21.47804734,0.929145968,15.30148536,51.83552179,2.401003826,0.940595843,45.11479504,95.70055975,0.2444718,0.324078805,0.408549514,0.732628319,-5.15392733,-1.317039145,277
Colby Thomas,25,ATH,OF,,352.50465,322,47.76093715,76.820828,44.2091382,17.55607221,1.509353524,13.54626406,53.84954278,5.454675958,2.249540242,23.44433423,119.197246,0.238574,0.297596884,0.428678259,0.726275144,-5.230736097,-2.152815083,
JJ Bleday,28,CIN,OF,,401.1327,348,51.53260232,79.9097784,44.70153158,18.033385,0.941803933,16.23305788,54.34736472,2.796952657,1.6647616,45.94705937,99.33381015,0.2296258,0.325466517,0.426798692,0.75226521,-5.242239624,-2.16431861,
Brooks Baldwin,25,CHW,OF,"3B,2B,SS",402.07745,367,44.1713139,91.0235602,58.34593534,17.63017384,1.468232525,13.57921849,48.68830212,7.681042405,2.150362415,29.49652387,91.79632915,0.2480206,0.308324163,0.415062274,0.723386437,-5.258602644,-1.68068163,402
Dominic Canzone,28,SEA,OF,,413.73945,371,46.13557675,89.9223864,56.41228197,17.24505825,0.804963928,15.46008225,51.94766662,4.046681328,1.767075643,30.49384734,95.38896514,0.2423784,0.315343171,0.418214607,0.733557778,-5.27683302,-2.198912006,377
Cam Smith,23,HOU,OF,,465.8933,414,51.55313807,100.3347216,67.03815841,19.51662393,2.31283249,11.46710677,48.65544515,7.334997838,1.688080433,39.12535795,119.2161949,0.2423544,0.320886703,0.383764084,0.704650787,-5.282972205,-2.205051192,316
Isaac Collins,28,KC,OF,,427.39745,365,49.62054577,87.613724,57.60984501,18.95704371,2.322947176,8.723888104,44.48209899,14.84296147,5.297269797,50.62932181,89.66269142,0.2400376,0.345534532,0.376406374,0.721940905,-5.350921366,-2.273000352,353
Austin Wells,26,NYY,C,,442.49945,396,45.88193908,89.1750816,50.80689483,19.37269129,1.022053992,17.97344148,57.66801563,4.636558961,1.285626798,37.89865246,105.9776643,0.2251896,0.300797127,0.415434862,0.716231989,-5.375514278,-1.538626093,236
Tyler Freeman,26,COL,OF,2B,354.96625,319,45.55519137,88.2471392,63.45556011,17.46480946,1.527349392,5.799420232,34.11032178,13.73787402,4.727719846,29.89264268,44.5306778,0.2766368,0.343605161,0.395501279,0.73910644,-5.392507604,-1.81458659,470
Carson Benge,23,NYM,OF,,404.2034,360,53.35361976,85.933872,55.81338471,17.86458453,2.570189979,9.685712785,46.4985537,9.275954103,2.289327257,40.52635636,91.34260018,0.2387052,0.316561996,0.383322152,0.699884148,-5.434451328,-2.356530314,339
Jorge Soler,34,LAA,OF,,463.737,413,49.61340782,93.061703,54.46719139,18.28465322,0.413341791,19.8965166,55.43991815,0.692872859,0.084910744,47.32918173,122.925187,0.225331,0.303752179,0.416132178,0.719884358,-5.438481517,-2.360560504,380
Ke'Bryan Hayes,29,CIN,3B,,502.98185,460,48.32683717,112.671204,83.23510073,18.11263212,2.139141228,9.184329918,47.9120725,10.32983184,2.946324566,35.1523067,97.69231374,0.2449374,0.303734499,0.353511105,0.657245605,-5.467285526,-2.324762411,431
Owen Caissie,23,MIA,OF,,437.4412,387,49.18732774,91.7746119,56.60595247,19.98713966,1.327776185,13.85374358,51.41374404,4.448500575,2.318879856,46.16231715,143.4694862,0.2371437,0.319767781,0.403045309,0.72281309,-5.504728256,-2.426807242,340
Jake Meyers,29,HOU,OF,,438.39365,394,46.67769651,98.4646188,68.37561934,18.62108438,1.912762065,9.55515302,40.91244914,12.6413452,3.627906994,35.03252689,86.72394251,0.2499102,0.319669551,0.37963626,0.699305811,-5.506792148,-2.428871135,434
Mike Yastrzemski,35,ATL,OF,,454.259,394,53.18504388,90.1362862,50.80165863,21.42678836,2.60189359,15.30594561,49.46788607,4.741151744,1.811125186,54.233792,100.791168,0.2287723,0.325040461,0.412905326,0.737945787,-5.51372672,-2.435805706,393
Jared Triolo,28,PIT,SS,"3B,1B,2B",482.28075,423,50.15425269,102.9049443,70.58514762,21.31021488,2.389570744,8.620011063,42.58898238,13.01592702,3.311015455,50.31990541,104.0468288,0.2432741,0.329809741,0.366085896,0.695895637,-5.542602063,-1.832607211,418
Giancarlo Stanton,36,NYY,OF,,379.38145,334,39.56120036,75.3647954,41.94944973,11.20501394,0.318772355,21.89155938,58.41311089,0.18660846,0.252351477,38.30534541,117.8662881,0.2256431,0.311499129,0.457730635,0.769229764,-5.58593134,-2.508010327,214
Tyler O'Neill,30,BAL,OF,,377.30565,333,44.65485634,77.9002551,46.96563499,12.97455744,0.639673519,17.32038915,49.15076034,4.701748535,0.913995031,37.85519615,102.6661584,0.2339347,0.31708051,0.43277876,0.749859269,-5.590368805,-2.512447792,333
Troy Johnston,28,COL,1B,OF,340.3981,302,43.12678486,77.7462156,51.04370459,15.11209156,2.522553222,9.067866227,44.29421109,10.33294254,2.915849347,26.53825558,73.1609233,0.2574378,0.334715503,0.41426163,0.748977133,-5.598924672,-1.89257302,
Jordan Lawlar,23,ARI,3B,,413.6823,373,47.23354918,89.2981023,54.65649294,22.70777575,2.73845488,9.195378729,42.73371271,15.20625345,3.288694192,36.33244883,110.875932,0.2394051,0.308384873,0.388924729,0.697309602,-5.600640668,-2.458117554,347
Nick Gonzales,26,PIT,2B,SS,431.7475,397,48.4949867,104.4450626,69.5122763,23.09746052,3.470858367,8.364467419,46.24088904,2.291976521,2.013172027,28.27912621,87.72814981,0.2630858,0.316009333,0.401958796,0.71796813,-5.608956733,-1.886882024,507
Ha-Seong Kim,30,ATL,SS,,406.59985,356,45.86684561,86.798318,62.24056039,14.14382613,1.268418003,9.145513478,41.05316239,14.88594776,3.898267399,45.00933982,73.68732783,0.2438155,0.332483755,0.367740226,0.700223981,-5.651236379,-2.441241527,355
Jose Caballero,29,NYY,SS,"3B,OF,2B",338.4557,296,42.76421867,65.1039864,44.51998922,13.64598865,0.89068344,6.047325093,31.79360521,34.49528537,8.633046873,35.91210172,87.25533469,0.2199459,0.312557999,0.333355801,0.6459138,-5.690994654,-1.980999802,225
Luis Rengifo,29,MIL,3B,"OF,2B",436.5027,398,44.18944578,99.4343698,71.88104463,15.50200109,2.475907294,9.575416786,44.91960753,9.985807745,4.469763313,30.42293739,79.18973363,0.2498351,0.309828582,0.373403105,0.683231687,-5.716939292,-2.074416178,433
Gavin Sheets,29,SD,OF,1B,468.76015,426,43.55917377,102.673242,65.45196719,21.6703042,0.887606298,14.66336432,55.10631742,1.887074272,1.150522982,39.66719672,96.59681869,0.241017,0.303834769,0.399316553,0.703151322,-5.723142666,-2.145221653,398
Christopher Morel,26,MIA,OF,,394.58765,350,46.76428119,78.3062,45.22570862,15.02217263,2.007982119,16.05033664,49.89309429,7.353218212,3.119932146,39.3848319,122.5830334,0.223732,0.30558158,0.415700991,0.721282571,-5.731705172,-2.653784159,
Parker Meadows,26,DET,OF,,423.2126,372,52.0631623,84.7108356,54.36111167,15.47176122,3.992154323,10.88580839,44.89482024,11.47673107,2.509286026,40.43119834,108.0075953,0.2277173,0.314831161,0.378560029,0.69339119,-5.778886624,-2.70096561,384
Joey Loperfido,26,HOU,OF,,411.2965,378,48.10243512,88.8769098,58.61744549,17.05374301,1.675797909,11.52992339,48.88234282,7.80968379,3.304375207,28.92782358,119.1005059,0.2351241,0.291672928,0.380613806,0.672286734,-5.797634442,-2.719713429,
Nasim Nunez,25,WSN,SS,2B,382.9607,337,44.11868028,77.1395022,59.67960377,11.41638284,1.041722773,5.001792818,33.1721451,30.12590145,6.664737506,39.1597633,92.8005229,0.2289006,0.314841005,0.313485783,0.628326789,-5.867196647,-2.157201795,471
Bryce Eldridge,21,SF,DH,,425.9248,378,42.28155911,88.6074336,53.69365629,17.72437588,0.559104774,16.63029666,55.02953121,1.380958218,0.873739263,37.50849104,130.4466156,0.2344112,0.31409113,0.416245791,0.730336921,-5.887415293,-3.08644158,343
Zach Cole,25,HOU,OF,,394.067,350,47.41266009,74.654335,42.9649893,14.92985782,3.113281694,13.64620618,50.56052555,12.09792326,2.936219623,37.00399266,163.2678438,0.2132981,0.296058367,0.390712499,0.686770866,-5.900547671,-2.822626657,424
Esteury Ruiz,27,MIA,OF,,247.3056,217,42.91518027,52.679571,34.69056908,10.56906432,1.784909681,5.635027915,33.93946647,22.37366424,5.040658149,26.05802302,66.65587354,0.242763,0.329198786,0.385822758,0.715021543,-5.98164802,-2.903727007,522
Logan O'Hoppe,26,LAA,C,,438.0731,402,43.41741128,92.4400608,58.28627601,14.80740281,0.93888119,18.4075008,51.78962098,1.99068321,1.637148865,30.56965724,121.3323693,0.2299504,0.287445805,0.408825195,0.696271,-5.984629275,-2.147741091,258
Ryan McMahon,31,NYY,3B,,504.2212,433,53.81379124,91.1037196,55.58515198,17.65445652,0.875682153,16.98842895,56.85913911,3.150539603,1.957073617,58.56609905,161.3713091,0.2104012,0.316008575,0.372921079,0.688929654,-5.99212926,-2.849606146,336
Jake Mangum,29,PIT,OF,,367.83425,342,37.54019039,94.9188168,71.90977438,17.81420237,1.790242304,3.404597745,35.47824473,14.87273632,4.468858798,18.46513084,59.75224602,0.2775404,0.321684981,0.369962857,0.691647838,-6.024295121,-2.946374108,370
Edouard Julien,26,COL,1B,2B,422.3157,358,47.58434598,88.0266152,57.09853307,17.85656891,1.6682422,11.40327102,43.00618161,4.338052169,2.298612685,59.55041292,119.6980747,0.2458844,0.354513773,0.40064101,0.755154783,-6.118234217,-2.411882565,
Otto Kemp,26,PHI,3B,"OF,1B",331.3648,299,48.87232516,69.5465329,42.41321547,15.20223418,1.435708848,10.4953744,47.51430495,5.787995339,2.708052421,27.5362454,103.2963166,0.2325971,0.301970895,0.398348856,0.700319751,-6.141794607,-2.499271493,537
Zach McKinstry,30,DET,3B,"OF,SS",404.5117,362,49.01562887,85.1835956,56.30867462,16.30895388,4.40847977,8.157487326,38.82893926,13.75701324,3.227186684,36.13010687,88.22341982,0.2353138,0.309830336,0.372325887,0.682156223,-6.191705064,-2.549181949,309
Joc Pederson,33,TEX,DH,,387.3425,332,43.2426171,78.3311504,47.17785663,14.19467532,1.155666729,15.80295172,46.53710359,2.804706334,0.947314614,45.07721682,86.05168464,0.2359372,0.33856858,0.42845185,0.76702043,-6.205460426,-3.404486713,
Blaine Crim,28,COL,1B,,306.21535,267,44.12340458,67.945893,42.75283671,13.79213775,0.606086473,10.79483206,45.79270252,1.646784292,0.874562793,30.85881869,73.16527077,0.254479,0.344356421,0.431965168,0.776321589,-6.252855956,-3.046504304,
Alek Thomas,25,ARI,OF,,405.71135,371,46.32537744,90.1315191,59.40354961,18.37337081,2.742158777,9.612439901,42.41338641,7.776677675,2.442354252,23.90018842,94.8094204,0.2429421,0.300917623,0.384977162,0.685894786,-6.271671674,-3.193750661,
Dillon Dingler,27,DET,C,,412.9869,380,43.07978685,92.566708,58.90721096,19.31109689,1.687498192,12.66090196,50.35231747,0.971242928,0.748406679,28.5088524,101.8302836,0.2435966,0.297775497,0.403251335,0.701026831,-6.286238149,-2.449349964,258
Tyler Stephenson,29,CIN,C,,432.0331,380,46.32190941,88.984296,57.32827316,16.89642119,0.922627322,13.83697432,50.35847755,0.835792074,0.906444813,44.38050916,119.3085784,0.2341692,0.319631332,0.392728671,0.712360002,-6.32945547,-2.492567285,268
Bo Naylor,26,CLE,C,,438.59685,385,48.22312686,83.785163,47.57680986,18.77737627,1.117585788,16.31339108,50.93913314,3.443331389,1.867724791,47.67329159,102.2912038,0.2176238,0.306700211,0.399319179,0.70601939,-6.330892346,-2.494004161,352
Gavin Lux,28,TB,OF,2B,447.4093,396,50.37526425,100.7029584,71.82214838,19.61095354,2.131376359,7.138480129,40.10189288,2.975701536,1.053721413,47.45820528,93.91818892,0.2543004,0.334219182,0.368666932,0.702886114,-6.406740427,-2.828819413,468
Miguel Andujar,30,SD,3B,OF,361.1233,336,37.30967949,91.3519488,66.11466019,15.08014045,1.068372148,9.088776016,42.83441595,2.079980079,0.804976228,20.1914593,52.79882163,0.2718808,0.316494425,0.404271314,0.720765739,-6.41029301,-2.767769895,412
Sung-Mun Song,29,SD,3B,,388.57775,339,45.88170047,81.5150925,54.67612526,16.80117136,1.48772112,8.550074763,43.33282098,8.209770154,1.235913931,37.97825173,82.93965229,0.2404575,0.330778376,0.374459972,0.705238348,-6.419991941,-3.277468827,474
Jacob Young,26,WSN,OF,,370.63155,338,44.74361618,84.2937186,65.75475562,13.40230702,1.762546909,3.374109055,33.13349695,18.38882673,6.415877562,27.71036372,68.99497061,0.2493897,0.309061562,0.329418481,0.638480044,-6.433977536,-3.356056522,
Christian Moore,23,LAA,2B,,430.8718,380,46.50204727,86.431722,56.76981441,14.8993356,2.640512664,12.12205933,44.33387272,7.70467825,2.184577604,39.91151865,139.0404185,0.2274519,0.313003822,0.376258581,0.689262403,-6.540245163,-3.318170454,439
Rhys Hoskins,32,CLE,1B,,408.64075,356,43.05144536,79.188106,46.62653367,15.49005041,0.894694452,16.17682747,50.85924385,2.218200817,1.000780027,47.1534312,108.9973118,0.2224385,0.316183426,0.407297831,0.723481257,-6.575477968,-3.369126316,
Kyle Isbel,28,KC,OF,,433.0078,401,46.57166097,97.1692774,66.64228062,18.01267817,4.566939926,7.947378687,40.00486877,8.785643866,3.380782139,27.07054226,80.20066885,0.2423174,0.292820935,0.369471251,0.662292185,-6.585598307,-3.507677293,
CJ Kayfus,24,CLE,OF,1B,341.2909,296,43.96149976,70.8271168,41.44176441,16.19348568,2.802004841,10.38986187,44.36546195,4.56619233,1.17422802,35.00620935,103.5399578,0.2392808,0.33410298,0.418223641,0.752326621,-6.647030365,-3.069109351,451
Nathaniel Lowe,30,CIN,1B,,307.15425,264,41.48463919,66.2284392,44.22163775,10.70686602,1.027949404,10.27198603,47.12255247,0.701373867,0.258585758,38.9705578,81.59697506,0.2508653,0.349522953,0.41593622,0.765459173,-6.66640876,-3.460057108,458
Gabriel Arias,26,CLE,SS,2B,446.9979,403,43.27473605,91.9423544,59.998607,18.72285041,1.724956965,11.49594002,46.28175521,8.597158692,3.896628974,27.11804924,137.4376521,0.2281448,0.298803779,0.368741784,0.667545563,-6.681099456,-2.971104604,
Jeremiah Jackson,25,BAL,OF,3B,323.38545,299,40.15676579,72.3802755,45.57815254,14.82680602,1.035206249,10.94011069,44.98949702,5.058794719,2.872111341,17.77191285,84.43423608,0.2420745,0.292921573,0.408353933,0.701275507,-6.684064046,-3.106143032,
Jasson Dominguez,23,NYY,OF,,247.3859,213,42.15105986,52.792689,33.86686481,9.844787578,1.010224331,8.070812285,34.14142472,11.85783983,2.508572909,28.38543881,72.35194348,0.247853,0.346391876,0.417231747,0.763623623,-6.695050371,-3.617129357,279
Marcelo Mayer,23,BOS,3B,,379.5178,345,42.73940521,85.141584,52.45628804,20.30773178,1.77400055,10.60356363,41.01944129,4.294085112,2.18437238,27.07712132,87.8367393,0.2467872,0.308916062,0.408139153,0.717055215,-6.713334847,-3.570811733,291
Ryan Ritter,25,COL,SS,2B,315.1705,283,43.75186526,70.8885285,45.85225716,14.45672752,2.091183234,8.488360584,39.49224311,4.97834538,1.406827771,27.63253312,92.21276668,0.2504895,0.321494919,0.406334644,0.727829563,-6.797093286,-3.087098434,
Edgar Quero,22,CHW,C,,442.0934,398,39.3989937,101.4987958,72.3794692,18.94856278,0.461455669,9.709308157,44.97778669,0.84091404,1.113442295,39.59881727,78.17878135,0.2550221,0.323380475,0.378136167,0.701516642,-6.805414932,-2.968526747,357
Cole Young,22,SEA,2B,,427.6114,374,46.90668364,88.9213798,60.6337767,18.55324951,2.121641715,7.612711877,44.30674503,5.444695308,2.467368278,43.43563501,77.71309048,0.2377577,0.327174787,0.35977553,0.686950317,-6.85555094,-3.633476231,489
Davis Schneider,27,TOR,OF,2B,363.2057,310,45.43853001,67.262963,38.94472787,13.29087748,1.265721212,13.76163643,45.7206911,4.61203044,1.130748873,48.9651493,105.0295646,0.2169773,0.32572009,0.401194168,0.726914259,-6.860681932,-3.282760918,486
Darell Hernaiz,24,ATH,SS,"3B,2B",325.86395,293,43.4857056,76.4840754,55.70028362,14.49359874,1.486469789,4.803723253,38.41817135,5.894156235,2.273745804,29.37597887,54.98119849,0.2610378,0.329266699,0.369835438,0.699102137,-6.897602778,-3.187607926,
Ryan Waldschmidt,23,ARI,OF,,291.30475,246,46.5787272,59.7244704,40.64877529,11.75662617,0.969015354,6.350053581,38.30679691,7.456194726,3.044449672,38.59498469,74.86159373,0.2427824,0.354103558,0.375891415,0.729994973,-6.913239559,-3.835318545,399
Coby Mayo,24,BAL,1B,,296.45375,259,42.46900915,59.8070109,33.9138773,12.88132207,0.757572709,12.25423883,44.13837546,2.695064461,1.178923955,30.5539247,94.07853811,0.2309151,0.321263658,0.428440907,0.749704564,-6.960955521,-3.754603869,431
Pavin Smith,30,ARI,1B,,408.5963,347,43.303924,81.8075749,52.33255221,17.15105839,1.057612933,11.26635137,44.58046976,2.405733448,1.389786116,51.76927941,104.1373496,0.2357567,0.344510364,0.388682747,0.733193111,-7.015253912,-3.808902261,450
Heriberto Hernandez,26,MIA,OF,,370.6104,324,43.64692279,72.2310048,42.84621544,15.02932751,1.562317989,12.79314386,46.86193812,3.149236816,1.267117578,40.67710276,116.4764162,0.2229352,0.314399748,0.397420987,0.711820736,-7.027634219,-3.949713205,
Nathan Lukes,31,TOR,OF,,325.2754,294,39.11409519,78.7169712,55.7813597,14.66490119,1.303263888,6.967446431,38.18678719,2.885949346,1.587248265,28.32003007,50.66466221,0.2677448,0.331551995,0.397587549,0.729139544,-7.05300653,-3.975085517,471
Thomas Saggese,23,STL,2B,"3B,SS",333.54335,306,43.17062618,75.9585636,50.56696508,16.49791015,1.191683002,7.702005367,40.48577312,3.996271644,1.650769508,23.39713619,93.18566763,0.2482306,0.304877149,0.385443973,0.690321123,-7.06788939,-3.345814681,
Jake Fraley,30,TB,OF,,359.7123,312,37.42348218,75.9556824,51.67172385,14.79014435,0.608765783,8.885048412,36.06184324,11.22926611,3.919385442,32.62045253,72.94036526,0.2434477,0.338704728,0.380187511,0.71889224,-7.089352665,-4.011431651,
Colt Emerson,20,SEA,SS,,399.10335,353,46.23518598,81.9980876,55.33187697,17.40525498,1.867112401,7.393843243,43.60809315,6.440603575,2.516738139,37.13580296,90.95754746,0.2322892,0.314442359,0.355011607,0.669453965,-7.091634925,-3.881640073,422
Abimelec Ortiz,24,WSN,1B,,348.9997,313,43.86633368,71.0142851,42.68121346,14.11584656,1.521158129,12.69606694,45.45563697,1.585141217,1.549707186,31.39385829,100.6586115,0.2268827,0.300603058,0.403388654,0.703991712,-7.097554626,-3.891202974,
Denzel Clarke,25,ATH,OF,,380.85845,348,43.1742712,78.9033972,50.08826783,17.09262355,3.500674421,8.2218314,36.54066169,13.61121487,2.637983676,29.95612269,127.6028757,0.2267339,0.288200347,0.36684731,0.655047657,-7.176659812,-4.098738798,441
Mauricio Dubon,31,ATL,OF,"3B,2B,SS",398.237,371,41.29220619,95.8547877,69.9394496,18.61970054,1.089743495,6.205894065,37.71526092,3.655232788,0.927878251,20.70891605,48.33475206,0.2583687,0.303005852,0.364613632,0.667619483,-7.183296178,-3.605375164,407
Romy Gonzalez,29,BOS,1B,2B,267.44795,247,33.70974704,66.0625706,43.25263085,13.06294689,1.998018267,7.748974588,36.10625332,6.926232389,2.869879283,15.64241401,68.5399544,0.2674598,0.316952416,0.43064161,0.747594026,-7.21310699,-3.506755338,436
Will Benson,27,CIN,OF,,293.96785,256,41.67232218,56.8645632,32.18704307,11.51978403,1.914810904,11.2429252,39.91585418,7.221981268,2.569339874,34.29228926,94.08861207,0.2221272,0.31653093,0.413838846,0.730369777,-7.239326433,-4.161405419,
Kyle Karros,23,COL,3B,,313.62995,277,42.36442188,72.8619138,50.42619866,14.89500718,1.338609898,6.202098056,35.391221,3.02533946,0.696106981,30.75392625,79.70797655,0.2630394,0.343416375,0.39364778,0.737064155,-7.273051231,-4.130528116,
Javier Baez,33,DET,SS,"3B,OF,2B",373.2232,349,39.65283543,82.3146863,56.32444985,15.03413272,1.283988036,9.672115693,42.7574969,5.757883498,1.233209097,14.62604551,92.73665335,0.2358587,0.279105009,0.369435937,0.648540946,-7.286977406,-3.576982554,395
Yoan Moncada,30,LAA,3B,,386.51995,345,39.15663561,82.574163,52.1753191,17.21828628,1.425138764,11.75541886,43.32655541,0.937697084,0.098131902,36.17571729,100.0817483,0.2393454,0.315514982,0.399736184,0.715251165,-7.370737017,-4.228213902,499
Jett Williams,22,MIL,SS,,289.0269,248,45.45704324,54.7757848,32.55682272,12.82961414,2.635979046,6.753368884,38.26666037,9.873373245,3.51500009,35.80004506,88.69202568,0.2208701,0.326422402,0.375554289,0.701976691,-7.373495766,-4.163500914,
Luis Matos,24,SF,OF,,258.5991,237,37.14098474,59.0007708,37.08567129,12.55290223,0.418247049,8.94395023,38.94632573,4.718682017,0.765029919,17.65596603,40.68969393,0.2489484,0.304811217,0.418658303,0.72346952,-7.389126012,-4.311204999,
Max Muncy (ATH),23,ATH,3B,2B,350.43205,322,38.25479748,77.0950432,49.83381015,15.97819821,0.855022041,10.42801279,42.97182955,3.020070654,1.977997188,23.73335694,101.5624783,0.2394256,0.296065598,0.391513428,0.687579026,-7.390244881,-3.747721766,421
Javier Sanoja,23,MIA,3B,"OF,2B,SS,RP",308.66165,282,37.38686924,73.6793808,50.12239459,16.23381901,2.438317843,4.884849365,36.56821905,7.022490369,4.116326387,21.81638653,35.10484371,0.2612744,0.319806737,0.388100651,0.707907388,-7.393355091,-3.750831976,397
David Hamilton,28,MIL,2B,SS,252.19585,225,36.11857179,49.1083425,32.28548693,8.747636345,1.373364288,6.70185494,28.55744699,22.88104864,5.10266928,24.21200417,70.94386729,0.2182593,0.296915304,0.358703432,0.655618736,-7.399152092,-3.677077383,
Anthony Santander,31,TOR,OF,,237.14085,206,37.2519812,47.1572728,25.19930043,8.971336865,0.085562783,12.90107272,44.78490821,0.390347648,0.066863022,27.93841638,64.39570675,0.2289188,0.32306224,0.461179385,0.784241625,-7.429825634,-4.35190462,288
Angel Martinez,24,CLE,OF,2B,345.40835,314,42.48668669,74.0786288,48.86298051,15.40268979,1.566647126,8.246311377,38.62220634,6.114046752,1.958494517,23.96939529,79.33747582,0.2359192,0.300116472,0.373737411,0.673853883,-7.435252557,-3.857331543,
James Outman,28,MIN,OF,,301.7934,264,46.65500585,56.1544104,32.01222987,11.44484223,1.515700901,11.1816374,37.29226165,6.140772013,1.314658718,34.80871608,118.49559,0.2127061,0.306293304,0.394604419,0.700897723,-7.479976563,-4.40205555,
Nathan Church,25,STL,OF,,296.5278,268,40.16461834,67.7167124,49.28767104,11.91596482,1.318568811,5.194507735,34.73625278,7.401278887,2.095807449,22.04273494,47.21278277,0.2526743,0.319521624,0.365124396,0.68464602,-7.522861406,-4.444940392,
Jhostynxon Garcia,23,PIT,OF,,334.8881,308,43.55242048,71.2837048,44.98279202,14.12092517,2.260525615,9.919461992,38.45582183,3.866853724,1.412835306,24.5062814,101.8645868,0.2314406,0.287705231,0.388584634,0.676289865,-7.541419527,-4.463498513,
Carlos Narvaez,27,BOS,C,,406.83485,362,40.52041445,82.5695936,52.75751451,17.4726906,0.415959975,11.92342852,43.90013384,2.332098209,1.177303974,40.37975718,104.0830679,0.2280928,0.306832542,0.377470966,0.684303508,-7.578406407,-3.741518222,327
Ben Williamson,25,TB,3B,,332.83675,302,41.61682838,76.6409258,56.54493592,14.95338571,1.261889949,3.880714215,34.39685007,6.848191008,1.917882473,26.59637536,76.33666716,0.2537779,0.317914785,0.350199451,0.668114235,-7.606539134,-4.464016019,
Ryan Mountcastle,29,BAL,1B,,262.20205,240,34.6857508,61.259184,39.30999442,11.87672006,0.391812003,9.680657514,39.03689786,1.723794086,0.127226366,18.6816653,72.90806156,0.2552466,0.312439742,0.429006253,0.741445994,-7.615518904,-4.409167252,476
Austin Martin,26,MIN,OF,,343.08105,299,38.79868069,76.0849453,55.7756125,15.59234566,0.95941384,3.757573302,27.88319959,12.91495043,4.37533927,38.52685251,56.87785259,0.2544647,0.344937972,0.350731901,0.695669874,-7.624217646,-4.546296633,
Sean Murphy,31,ATL,C,,365.3192,321,39.20963776,70.9782681,42.50995565,13.41757167,0.220730115,14.83001067,44.85693835,0.231964809,0.276323057,37.14498121,97.72435628,0.2211161,0.309607704,0.402888885,0.712496588,-7.628659821,-3.791771636,375
Luis Campusano,27,SD,DH,,297.47845,261,39.00040581,63.7284483,42.37923773,10.81883831,0.687662168,9.842710093,39.3667047,0.947453478,0.078450963,32.64359238,66.4789912,0.2441703,0.330135913,0.404025828,0.734161742,-7.651218001,-4.850244289,
Everson Pereira,24,CHW,OF,,280.72595,247,41.21347052,55.1745883,33.3747702,9.750904739,1.138692147,10.91022121,35.72092061,6.007204158,1.448265904,26.19584308,97.43631881,0.2233789,0.309523221,0.404589235,0.714112456,-7.671427461,-4.593506447,
Zack Gelof,26,ATH,2B,,250.7027,221,39.46933496,49.4898339,29.47766351,10.0602766,0.348409095,9.603484693,36.75222069,7.257944592,2.207451927,27.14336451,96.74104936,0.2239359,0.308554458,0.402974583,0.711529041,-7.682226889,-4.46015218,436
Kody Clemens,29,MIN,1B,"OF,2B",291.8635,265,37.67877424,60.6385985,35.16765141,11.77422158,1.738987737,11.95773778,39.75183252,3.129810984,0.98974201,23.13294819,73.47752132,0.2288249,0.292622768,0.421750977,0.714373745,-7.72541249,-4.019060838,441
Harry Ford,23,WSN,C,,335.57125,286,43.14366215,65.8577348,44.32830457,13.07610545,0.853369623,7.599955152,37.23497637,6.029076397,2.842813396,40.99948087,83.66811397,0.2302718,0.338039952,0.361679877,0.69971983,-7.728981926,-3.892093741,433
Masataka Yoshida,32,BOS,DH,,257.39505,232,31.53468566,64.235812,44.12057081,12.79952861,0.392421301,6.92329128,35.15471679,2.917946068,0.15638553,20.37179424,37.06853423,0.2768785,0.34199122,0.424957142,0.766948362,-7.756112584,-4.955138871,486
Carlos Santana,39,ARI,1B,,376.8397,322,39.34475713,72.6577222,47.5271755,14.376168,0.426623574,10.32775512,43.35149241,3.516939206,0.423320246,45.98706417,75.0238737,0.2256451,0.331545399,0.369162741,0.70070814,-7.790333894,-4.583982242,519
Dane Myers,29,CIN,OF,,278.8987,252,33.58893101,61.295976,43.35195368,10.05766463,0.476556076,7.409801613,33.5011641,10.52074549,2.932951887,22.2577239,72.35903503,0.243238,0.309566289,0.375143483,0.684709771,-7.812589786,-4.734668772,
Kristian Campbell,23,BOS,2B,,260.006635,225,39.51409472,55.96119,38.6401094,9.981552904,0.787459331,6.552068359,36.81445765,3.174289321,0.957370073,31.91332096,79.99945662,0.2487164,0.343297939,0.387439407,0.730737347,-7.835615176,-4.613540467,425
Carson Kelly,31,CHC,C,,357.67515,307,36.86866016,71.862867,47.98287095,11.72328163,0.882982827,11.27373159,40.79715104,1.80252047,0.331679544,35.658239,70.15464592,0.234081,0.335950934,0.388186674,0.724137608,-7.856875039,-4.019986855,300
